image_id,class_code,class_label,scientific_name,domain,split,original_group_id,source,source_url,licence,licence_usable,attribution,local_path,sha256,notes
mb118994.jpeg,SF001,Kembung / Pelaling,rastrelliger kanagurta,SPECIMEN,UNASSIGNED,a0c51a18c15f828c,Fish-Vista/Morphbank,https://fishair.org/hdr-share/ftp/ark/89609/morphbank/gv08290x.jpeg,CC BY-NC-SA 3.0,YES,,,,fishvista_split=val; museum specimen imagery
mb121371.jpeg,SF001,Kembung / Pelaling,rastrelliger kanagurta,SPECIMEN,UNASSIGNED,299a1fb88ff329a2,Fish-Vista/Morphbank,https://fishair.org/hdr-share/ftp/ark/89609/morphbank/cs00zf4q.jpeg,CC BY-NC-SA 3.0,YES,,,,fishvista_split=train; museum specimen imagery
mb133209.jpeg,SF001,Kembung / Pelaling,rastrelliger kanagurta,SPECIMEN,UNASSIGNED,b37842ce4f496619,Fish-Vista/Morphbank,https://fishair.org/hdr-share/ftp/ark/89609/morphbank/jm817s4p.jpeg,CC BY-NC-SA 3.0,YES,,,,fishvista_split=test; museum specimen imagery
mb133404.jpeg,SF001,Kembung / Pelaling,rastrelliger kanagurta,SPECIMEN,UNASSIGNED,d95b465baf7ccb2e,Fish-Vista/Morphbank,https://fishair.org/hdr-share/ftp/ark/89609/morphbank/xc11h209.jpeg,CC BY-NC-SA 3.0,YES,,,,fishvista_split=train; museum specimen imagery
4f34792d-a713-40cd-a0c7-388dcf5a9302.jpg,SF002,Bawal Hitam,parastromateus niger,SPECIMEN,UNASSIGNED,48615cb751cc4afd,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/j3597z4g.jpg,CC BY-NC,YES,uf,,,fishvista_split=train; museum specimen imagery
d4f331c1-b7dc-4170-b560-064ed33b2ac5.jpg,SF002,Bawal Hitam,parastromateus niger,SPECIMEN,UNASSIGNED,a93881f09a1a92c3,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/qt87sj12.jpg,CC BY-NC,YES,uf,,,fishvista_split=val; museum specimen imagery
mb121591.jpeg,SF002,Bawal Hitam,parastromateus niger,SPECIMEN,UNASSIGNED,14a17626805103cc,Fish-Vista/Morphbank,https://fishair.org/hdr-share/ftp/ark/89609/morphbank/pr372v0p.jpeg,CC BY-NC-SA 3.0,YES,,,,fishvista_split=train; museum specimen imagery
mb122155.jpeg,SF002,Bawal Hitam,parastromateus niger,SPECIMEN,UNASSIGNED,75bacc1af33747fd,Fish-Vista/Morphbank,https://fishair.org/hdr-share/ftp/ark/89609/morphbank/7069fb2t.jpeg,CC BY-NC-SA 3.0,YES,,,,fishvista_split=test; museum specimen imagery
0abd11f7-29b5-413e-8c06-b0b2f706ffcc.jpg,SF003,Ikan Merah,lutjanus sebae,SPECIMEN,UNASSIGNED,e1201524eebb4e9f,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/7m81ww43.jpg,CC BY-NC,YES,uf,,,fishvista_split=test; museum specimen imagery
1456493393761SS7XHmY3w9dfHpqQ.jpg,SF003,Ikan Merah,lutjanus sebae,SPECIMEN,UNASSIGNED,e9ca9eb92e5f5781,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/mnhn/9n955v8q.jpg,CC BY,YES,mnhn,,,fishvista_split=val; museum specimen imagery
31d72bbd-c0c9-47b2-8dff-08244185e5ee.jpg,SF003,Ikan Merah,lutjanus sebae,SPECIMEN,UNASSIGNED,a3eba40e26a8ecb6,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/cp04c61n.jpg,CC BY-NC,YES,uf,,,fishvista_split=train; museum specimen imagery
47329e67-0368-4800-8259-353ef40e669e.jpg,SF003,Ikan Merah,lutjanus sebae,SPECIMEN,UNASSIGNED,c4f1df7d015c59c2,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/gm24x348.jpg,CC BY-NC,YES,uf,,,fishvista_split=train; museum specimen imagery
47a21b98-7288-4289-a0bf-8f2fb79b9630.jpg,SF003,Ikan Merah,lutjanus sebae,SPECIMEN,UNASSIGNED,3aa92218489fa0af,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/pk19g000.jpg,CC BY-NC,YES,uf,,,fishvista_split=train; museum specimen imagery
4df44bf4-beb4-4a45-a657-cdd47c5c57eb.jpg,SF003,Ikan Merah,lutjanus sebae,SPECIMEN,UNASSIGNED,155efdd68890eb55,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/3k08m037.jpg,CC BY-NC,YES,uf,,,fishvista_split=train; museum specimen imagery
67b2cf94-4028-47cb-90dd-8bc50edc8467.jpg,SF003,Ikan Merah,lutjanus sebae,SPECIMEN,UNASSIGNED,ddcfe272f6f0f54d,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/zc19494s.jpg,CC BY-NC,YES,uf,,,fishvista_split=test; museum specimen imagery
mb124100.jpeg,SF003,Ikan Merah,lutjanus sebae,SPECIMEN,UNASSIGNED,ceeabb23f56d2198,Fish-Vista/Morphbank,https://fishair.org/hdr-share/ftp/ark/89609/morphbank/gs03rd6d.jpeg,CC BY-NC-SA 3.0,YES,,,,fishvista_split=val; museum specimen imagery
mb131116.jpeg,SF003,Ikan Merah,lutjanus sebae,SPECIMEN,UNASSIGNED,1dfe69da8c32c3ea,Fish-Vista/Morphbank,https://fishair.org/hdr-share/ftp/ark/89609/morphbank/hp697c9k.jpeg,CC BY-NC-SA 3.0,YES,,,,fishvista_split=train; museum specimen imagery
1c33279c-e8b8-41a4-beb6-1784c64b199a.jpg,SF004,Tilapia,oreochromis niloticus,SPECIMEN,UNASSIGNED,6444ff352cf22e04,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/pf491w0m.jpg,CC BY-NC,YES,uf,,,fishvista_split=val; museum specimen imagery
22e26531-abc7-4a3b-8609-328712ea6b1a.jpg,SF004,Tilapia,oreochromis niloticus,SPECIMEN,UNASSIGNED,06ac972ebae3c06d,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/ms59gr8h.jpg,CC BY-NC,YES,uf,,,fishvista_split=test; museum specimen imagery
2e578d4b-e2c1-4c2d-8ed8-48d7ac24014b.jpg,SF004,Tilapia,oreochromis niloticus,SPECIMEN,UNASSIGNED,b685626ca5edfef4,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/xf43z203.jpg,CC BY-NC,YES,uf,,,fishvista_split=train; museum specimen imagery
4118429d-61ee-4b20-a13f-501c27ab8b6b.jpg,SF004,Tilapia,oreochromis niloticus,SPECIMEN,UNASSIGNED,8c7f34a361432562,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/0w15db84.jpg,CC BY-NC,YES,uf,,,fishvista_split=test; museum specimen imagery
65c890fd-0908-4041-9d97-b2789c4d68b9.jpg,SF004,Tilapia,oreochromis niloticus,SPECIMEN,UNASSIGNED,cb40009c195b80ba,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/n524779h.jpg,CC BY-NC,YES,uf,,,fishvista_split=train; museum specimen imagery
6f9fb030-405e-4569-8f56-0f016ad54f28.jpg,SF004,Tilapia,oreochromis niloticus,SPECIMEN,UNASSIGNED,08ccf5f91827b464,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/86452440.jpg,CC BY-NC,YES,uf,,,fishvista_split=train; museum specimen imagery
90e2af2b-f7af-4b98-8057-026bb4fd7fc6#0.jpg,SF004,Tilapia,oreochromis niloticus,SPECIMEN,UNASSIGNED,bbc9d4749fa14a3e,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/dm00p281.jpg,CC BY-NC,YES,uf,,,fishvista_split=val; museum specimen imagery
a3460d5c-c025-4bf6-9674-ad63e6f7fcf2.jpg,SF004,Tilapia,oreochromis niloticus,SPECIMEN,UNASSIGNED,0bf881bb10e3b068,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/x378v34x.jpg,CC BY-NC,YES,uf,,,fishvista_split=train; museum specimen imagery
bb854110-6c2f-4025-b13b-046b7c20659a.jpg,SF004,Tilapia,oreochromis niloticus,SPECIMEN,UNASSIGNED,8d26886aaa3234d5,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/pv69vk5j.jpg,CC BY-NC,YES,uf,,,fishvista_split=train; museum specimen imagery
00da9006-91ef-4838-abe7-38da7feecb43.jpg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,f314297c3c69bd1f,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/sd318w9m.jpg,CC BY-NC,YES,uf,,,fishvista_split=train; museum specimen imagery
02785263-7651-4dc4-8b5d-e013bf75e2d1.jpg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,bfec1a62deacdc01,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/j5153h9t.jpg,CC BY-NC,YES,uf,,,fishvista_split=train; museum specimen imagery
0fd098eb-8ae5-4eae-a804-1891560e4e97.jpg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,ed29d6392ea8acee,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/f707706c.jpg,CC BY-NC,YES,uf,,,fishvista_split=val; museum specimen imagery
10fde09a-e792-48ce-97a0-afbad5db4c91.jpg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,a226b72a740defd1,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/r084q04m.jpg,CC BY-NC,YES,uf,,,fishvista_split=train; museum specimen imagery
1b0f4825-8d00-4b38-9cf2-ef16e09e5619.jpg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,22c91024b28db45d,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/94371761.jpg,CC BY-NC,YES,uf,,,fishvista_split=test; museum specimen imagery
3a6f64a7-e030-45d7-a820-9db178ca3569.jpg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,0fe4fa98d0af227e,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/8m82hs4d.jpg,CC BY-NC,YES,uf,,,fishvista_split=test; museum specimen imagery
3c412bda-2522-4e41-a73b-43b228fe1ff5.jpg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,693baa19e203dcab,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/wq89zs8k.jpg,CC BY-NC,YES,uf,,,fishvista_split=train; museum specimen imagery
3ebf75ed-90e5-4181-b638-f8c1c77683fc.jpg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,33e85ee5d1608888,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/hm62wv9p.jpg,CC BY-NC,YES,uf,,,fishvista_split=train; museum specimen imagery
4c7df94b-6750-411b-8891-db1e640fa213.jpg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,f8f3ee32499d2fd0,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/h083f09j.jpg,CC BY-NC,YES,uf,,,fishvista_split=train; museum specimen imagery
4fa6f330-6034-4c23-87df-9f2dbd03e2ff.jpg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,ec82fd94dce9f6b1,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/13693h0m.jpg,CC BY-NC,YES,uf,,,fishvista_split=val; museum specimen imagery
54801ea2-fab4-49ef-b82f-8b72c42ff443.jpg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,f981fa4984a73d7b,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/wr66np7w.jpg,CC BY-NC,YES,uf,,,fishvista_split=train; museum specimen imagery
62dcf78c-4932-469c-a840-3349ad8a1c05.jpg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,ad839e38522bbcd7,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/bg96sd1n.jpg,CC BY-NC,YES,uf,,,fishvista_split=val; museum specimen imagery
639fc8dc-ff72-447f-9a16-e8e339a19b9d.jpg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,6045e3340cbef471,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/rt01k47m.jpg,CC BY-NC,YES,uf,,,fishvista_split=train; museum specimen imagery
92b32579-63e0-46c8-91ef-701ebe380f81.jpg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,44d5bd3ced00b79d,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/hh74c540.jpg,CC BY-NC,YES,uf,,,fishvista_split=train; museum specimen imagery
abdaf0c4-511b-43c5-a82e-cb905513fb42.jpg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,5c112b7ff9b2a0c0,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/uf/xw08v49j.jpg,CC BY-NC,YES,uf,,,fishvista_split=train; museum specimen imagery
ark-_65665_m31f27659dedde431dbece0564fe65f2a2.jpg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,94535010f5bcf09d,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/q844pm1q.jpg,Usage Conditions Apply,REVIEW,usnm,,,fishvista_split=train; museum specimen imagery
ark-_65665_m3427267bd8d3a4a81a2252558fa6500d9.jpg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,d53a738a4f37cb8b,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/0707c691.jpg,Usage Conditions Apply,REVIEW,usnm,,,fishvista_split=train; museum specimen imagery
ark-_65665_m35fd786a240bd4a9283995fe3dc62a7f6.jpg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,963b5c997e7149b8,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/s727s673.jpg,Usage Conditions Apply,REVIEW,usnm,,,fishvista_split=train; museum specimen imagery
ark-_65665_m36150c02476144b1ca1ad65686823fd7f.jpg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,7d8fa2bacc792c4e,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/0b361h7v.jpg,Usage Conditions Apply,REVIEW,usnm,,,fishvista_split=train; museum specimen imagery
ark-_65665_m36cfd3dead1a84e8f9252175393ebebaa.jpg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,e42f0b429affd0df,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/dg36tx2r.jpg,Usage Conditions Apply,REVIEW,usnm,,,fishvista_split=train; museum specimen imagery
ark-_65665_m3941d60a2076b4dbb95353470dcdee27e.jpg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,ceed58a78d436464,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/rt36t13f.jpg,Usage Conditions Apply,REVIEW,usnm,,,fishvista_split=train; museum specimen imagery
ark-_65665_m3ae670c361a7e4d3aab8a1fbba33ab7e1.jpg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,545ad20974f5b49f,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/3898xd0r.jpg,Usage Conditions Apply,REVIEW,usnm,,,fishvista_split=test; museum specimen imagery
ark-_65665_m3e795f4ebe7234e2a9a8edf5a3c616aac.jpg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,c3b43be1bc29708f,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/2994pp4v.jpg,Usage Conditions Apply,REVIEW,usnm,,,fishvista_split=train; museum specimen imagery
ark-_65665_m3e9611b710a554462a1be7d4e948dc501.jpg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,8db3cb7984d6f4c9,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/2f57n76g.jpg,Usage Conditions Apply,REVIEW,usnm,,,fishvista_split=train; museum specimen imagery
ark-_65665_m3fc0dd8df00da4253954dccdd146e6054.jpg,SF005,Kerapu Bintik,epinephelus coioides,SPECIMEN,UNASSIGNED,49c4ef94da5a7b88,Fish-Vista/iDigBio,https://fishair.org/hdr-share/ftp/ark/89609/iDigBio/usnm/9b04rp97.jpg,Usage Conditions Apply,REVIEW,usnm,,,fishvista_split=train; museum specimen imagery
